resTime,skill_query,query,globalId,code,parameters_msg,results,Text,返回Json
145ms,指尖查词,查这个字的部首,1010193971949810412,1000722,"{""intentType"":1,""queryIntentType"":1,""queryType"":""5"",""result"":[""察"",""差"",""查"",""差"",""诧""],""text"":""查""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971949810412"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""intentType"":1,""queryIntentType"":1,""queryType"":""5"",""result"":[""察"",""差"",""查"",""差"",""诧""],""text"":""查""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
79ms,指尖查词,查询这个字是什么结构,1010193971956510467,1000722,"{""intentType"":1,""queryType"":""6""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971956510467"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""intentType"":1,""queryType"":""6""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
89ms,指尖查词,这个字是啥结构,1010193971955510460,1000722,"{""intentType"":1,""queryType"":""6""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971955510460"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""intentType"":1,""queryType"":""6""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
156ms,指尖查词,这个字是什么部首,1010193971949410408,1000722,"{""intentType"":1,""queryType"":""5""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971949410408"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""intentType"":1,""queryType"":""5""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
58ms,指尖查词,我想用这个字造句,1010193971960010499,1000720,"{""intentType"":1,""queryType"":""7""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971960010499"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":1,""queryType"":""7""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
90ms,指尖查词,我想知道这个字是什么结构,1010193971958110394,1000720,"{""intentType"":1,""queryType"":""6""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971958110394"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":1,""queryType"":""6""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
117ms,指尖查词,查这个字是什么结构,1010193971956910384,1000722,"{""intentType"":1,""queryIntentType"":1,""queryType"":""6"",""result"":[""察"",""差"",""查"",""差"",""诧""],""text"":""查""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971956910384"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""intentType"":1,""queryIntentType"":1,""queryType"":""6"",""result"":[""察"",""差"",""查"",""差"",""诧""],""text"":""查""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
101ms,指尖查词,这个字的例句,1010193971958410488,1000720,"{""intentType"":1,""queryType"":""7""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971958410488"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":1,""queryType"":""7""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
157ms,指尖查词,我想知道这个字的部首是什么,1010193971953210358,1000722,"{""intentType"":1,""queryIntentType"":1,""queryType"":""5"",""result"":[""阿"",""阿"",""啊"",""啊"",""啊""],""text"":""我想""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971953210358"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""intentType"":1,""queryIntentType"":1,""queryType"":""5"",""result"":[""阿"",""阿"",""啊"",""啊"",""啊""],""text"":""我想""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
68ms,指尖查词,用这个字造句,1010193971962410422,1000720,"{""intentType"":1,""queryType"":""7""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971962410422"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":1,""queryType"":""7""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
48ms,指尖查词,这个字的组词是什么,1010193971964610435,1000720,"{""intentType"":1,""queryType"":""8""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971964610435"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":1,""queryType"":""8""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
85ms,指尖查词,帮我用这个字造句,1010193971961110514,10000,null,"[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""我听不懂，我会努力学习的。""}}]",我听不懂，我会努力学习的。,"{""globalId"":""1010193971961110514"",""intent"":{""code"":10000,""operateState"":6000,""parameters"":null},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""我听不懂，我会努力学习的。""}}]}"
64ms,指尖查词,查询这个字怎么造句,1010193971964610437,1000720,"{""intentType"":1,""queryType"":""7""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971964610437"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":1,""queryType"":""7""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
41ms,指尖查词,我想用这个字组词,1010193971967110458,1000720,"{""intentType"":1,""queryType"":""8""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971967110458"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":1,""queryType"":""8""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
73ms,指尖查词,这个字怎么组词,1010193971964610544,1000720,"{""intentType"":1,""queryType"":""8""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971964610544"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":1,""queryType"":""8""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
69ms,指尖查词,怎么用这个字组词,1010193971965410443,1000720,"{""intentType"":1,""queryType"":""8""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971965410443"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":1,""queryType"":""8""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
104ms,指尖查词,我要用这个字造句,1010193971962010524,10000,null,"[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""聪明的地球人，我听不懂你说的话了。""}}]",聪明的地球人，我听不懂你说的话了。,"{""globalId"":""1010193971962010524"",""intent"":{""code"":10000,""operateState"":6000,""parameters"":null},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""聪明的地球人，我听不懂你说的话了。""}}]}"
101ms,指尖查词,这个字怎么造句,1010193971963110533,1000722,"{""intentType"":1,""queryIntentType"":2,""queryType"":""2"",""text"":""怎么""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971963110533"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""intentType"":1,""queryIntentType"":2,""queryType"":""2"",""text"":""怎么""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
111ms,指尖查词,查这个字怎么造句,1010193971964610434,1000722,"{""intentType"":1,""queryIntentType"":1,""queryType"":""7"",""result"":[""察"",""差"",""查"",""差"",""诧""],""text"":""查""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971964610434"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""intentType"":1,""queryIntentType"":1,""queryType"":""7"",""result"":[""察"",""差"",""查"",""差"",""诧""],""text"":""查""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
183ms,指尖查词,帮我查询这个字是什么结构,1010193971957510388,1000722,"{""intentType"":1,""queryIntentType"":1,""queryType"":""6"",""result"":[""阿"",""阿"",""啊"",""啊"",""啊""],""text"":""帮我""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971957510388"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""intentType"":1,""queryIntentType"":1,""queryType"":""6"",""result"":[""阿"",""阿"",""啊"",""啊"",""啊""],""text"":""帮我""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
62ms,指尖查词,帮我查这个词,1010193971969810476,1000720,"{""intentType"":2,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971969810476"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
101ms,指尖查词,帮我用这个字组词,1010193971965710555,1000722,"{""intentType"":1,""queryType"":""8""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971965710555"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""intentType"":1,""queryType"":""8""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
36ms,指尖查词,这个词的意思,1010193971972710493,1000720,"{""intentType"":2,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971972710493"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
47ms,指尖查词,这个词的解释,1010193971972010610,1000720,"{""intentType"":2,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971972010610"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
48ms,指尖查词,这个词的释义,1010193971972210490,1000720,"{""intentType"":2,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971972210490"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
185ms,指尖查词,这个字怎么造句,1010193971958510490,1000722,"{""intentType"":1,""queryIntentType"":2,""queryType"":""2"",""text"":""怎么""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971958510490"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""intentType"":1,""queryIntentType"":2,""queryType"":""2"",""text"":""怎么""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
62ms,指尖查词,帮我查询这个词语,1010193971971010605,1000720,"{""intentType"":2,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971971010605"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
50ms,指尖查词,这个词语的释义,1010193971973210495,1000720,"{""intentType"":2,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971973210495"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
89ms,指尖查词,指尖查字词,1010193971969410472,1000720,"{""intentType"":2,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971969410472"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
114ms,指尖查词,我要用这个字组词,1010193971967410576,1000722,"{""intentType"":1,""queryType"":""8""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971967410576"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""intentType"":1,""queryType"":""8""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
104ms,指尖查词,指尖查词语,1010193971968910591,1000720,"{""intentType"":2,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971968910591"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
47ms,指尖查词,这个词语的解释,1010193971975510645,1000720,"{""intentType"":2,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971975510645"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
129ms,指尖查词,指尖查词,1010193971969010469,1000720,"{""intentType"":2,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971969010469"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
65ms,指尖查词,这个词语什么意思,1010193971976210514,1000720,"{""intentType"":2,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971976210514"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
